skill_id,lang,name,advice,next_steps
beachvolley:fingerslag,sv,Fingerslag,Håll handleden rak och fingrarna ihop.|Slå bollen med fingertopparna för bättre kontroll.|Följ igenom slaget för att ge bollen rätt riktning.|Öva på att placera bollen exakt där du vill.,Öva fingerslag mot vägg 50 ggr per dag.|Filma dig själv framifrån och bakifrån och jämför.|Öva med partner: växla fingerslag 10 i rad utan tapp.|Fokusera enbart på handledsrörelsen nästa session.
beachvolley:fingerslag,en,Fingerslag,Håll handleden rak och fingrarna ihop.|Slå bollen med fingertopparna för bättre kontroll.|Följ igenom slaget för att ge bollen rätt riktning.|Öva på att placera bollen exakt där du vill.,Öva fingerslag mot vägg 50 ggr per dag.|Filma dig själv framifrån och bakifrån och jämför.|Öva med partner: växla fingerslag 10 i rad utan tapp.|Fokusera enbart på handledsrörelsen nästa session.
beachvolley:bagger,sv,Bagger,Använd hela armen för att skapa kraft.|Håll handleden avslappnad för bättre känsla.|Slå bollen framför kroppen.|Fokusera på att få bollen över nätet med precision.,Öva bagger mot vägg med jämnt tempo.|Träna fotarbete – positionera dig rätt före slag.|Öva med partner: serve–bagger 20 i rad.|Jobba på armvinkeln vid kontakt.
beachvolley:bagger,en,Bagger,Använd hela armen för att skapa kraft.|Håll handleden avslappnad för bättre känsla.|Slå bollen framför kroppen.|Fokusera på att få bollen över nätet med precision.,Öva bagger mot vägg med jämnt tempo.|Träna fotarbete – positionera dig rätt före slag.|Öva med partner: serve–bagger 20 i rad.|Jobba på armvinkeln vid kontakt.
beachvolley:underarmsserve,sv,Underarmsserve,"Stå med fötterna axelbrett isär.|Slå bollen med underarmen, inte handen.|Håll bollen stilla innan serve.|Öva på att variera servens riktning och hastighet.",Öva servens precision: sikta på specifika zoner.|Variera kraft – träna både låg och hög hastighet.|Filma servens från sidan för att kontrollera kroppspositionen.|Öva 20 serves i rad med konsekvent teknik.
beachvolley:underarmsserve,en,Underarmsserve,"Stå med fötterna axelbrett isär.|Slå bollen med underarmen, inte handen.|Håll bollen stilla innan serve.|Öva på att variera servens riktning och hastighet.",Öva servens precision: sikta på specifika zoner.|Variera kraft – träna både låg och hög hastighet.|Filma servens från sidan för att kontrollera kroppspositionen.|Öva 20 serves i rad med konsekvent teknik.
beachvolley:overarmsserve,sv,Överarmsserve,Kasta bollen uppåt och slå den när den faller.|Använd hela kroppen för att generera kraft.|Håll blicken på bollen hela tiden.|Öva på att träffa bollen i mitten för bättre kontroll.,Öva kastet separat – konsekvent höjd och position.|Fokusera på höftrotation för mer kraft.|Träna på att variera riktning (kors/linje).|Filma utifrån sidan – kontrollera armbågens höjd.
beachvolley:overarmsserve,en,Överarmsserve,Kasta bollen uppåt och slå den när den faller.|Använd hela kroppen för att generera kraft.|Håll blicken på bollen hela tiden.|Öva på att träffa bollen i mitten för bättre kontroll.,Öva kastet separat – konsekvent höjd och position.|Fokusera på höftrotation för mer kraft.|Träna på att variera riktning (kors/linje).|Filma utifrån sidan – kontrollera armbågens höjd.
beachvolley:spike,sv,Spike,Hoppa högt och sträck ut armen helt.|Kontakta bollen framför pannan.|Använd handleden för att styra riktningen.|Följ igenom slaget för maximal kraft.,Öva ansatsen – 3-stegsansats tills den sitter.|Träna hoppet separat för att bygga explosivitet.|Öva spiken mot med nät utan motståndare.|Filma framifrån – kontrollera höjden på bollkontakten.
beachvolley:spike,en,Spike,Hoppa högt och sträck ut armen helt.|Kontakta bollen framför pannan.|Använd handleden för att styra riktningen.|Följ igenom slaget för maximal kraft.,Öva ansatsen – 3-stegsansats tills den sitter.|Träna hoppet separat för att bygga explosivitet.|Öva spiken mot med nät utan motståndare.|Filma framifrån – kontrollera höjden på bollkontakten.
beachvolley:alternativa-anfall,sv,Alternativa anfall,Variera dina anfall för att överraska motståndaren.|Öva på olika typer av slag som tipp och roll.|Använd kroppen för att skapa vinklar.|Kommunicera med din partner om vilket anfall du ska göra.,"Öva tipp och roll 10 ggr vardera per träning.|Träna att bestämma anfallstyp SENT i hoppet.|Öva med partner: blockeraren väljer sida, anfallaren anpassar.|Filma sidoprofil – kontrollera hur väl du döljer anfallsintentionen."
beachvolley:alternativa-anfall,en,Alternativa anfall,Variera dina anfall för att överraska motståndaren.|Öva på olika typer av slag som tipp och roll.|Använd kroppen för att skapa vinklar.|Kommunicera med din partner om vilket anfall du ska göra.,"Öva tipp och roll 10 ggr vardera per träning.|Träna att bestämma anfallstyp SENT i hoppet.|Öva med partner: blockeraren väljer sida, anfallaren anpassar.|Filma sidoprofil – kontrollera hur väl du döljer anfallsintentionen."
beachvolley:block,sv,Block,Hopp upp samtidigt som motståndaren.|Håll armarna raka och händerna ihop.|Läs motståndarens intention.|Blocka bollen rakt upp för att hjälpa din partner.,Öva blocktiming med en partner som spikar.|Träna att läsa motståndarens axelriktning.|Öva på att landa stabilt och direkt ta nästa position.|Filma framifrån – kontrollera handens läge vid kontakt.
beachvolley:block,en,Block,Hopp upp samtidigt som motståndaren.|Håll armarna raka och händerna ihop.|Läs motståndarens intention.|Blocka bollen rakt upp för att hjälpa din partner.,Öva blocktiming med en partner som spikar.|Träna att läsa motståndarens axelriktning.|Öva på att landa stabilt och direkt ta nästa position.|Filma framifrån – kontrollera handens läge vid kontakt.
beachvolley:blockback,sv,Blockback,Vrid kroppen för att nå bollen bakom dig.|Använd båda händerna för bättre kontroll.|Hopp högt och sträck ut.|Öva på timing för att hinna fram i tid.,Öva rotering och sträckning utan boll.|Träna blockback med sakta-serve från partner.|Jobba på landningen – direkt balans efter hopp.|Filma bakifrån – kontrollera vridningens full räckvidd.
beachvolley:blockback,en,Blockback,Vrid kroppen för att nå bollen bakom dig.|Använd båda händerna för bättre kontroll.|Hopp högt och sträck ut.|Öva på timing för att hinna fram i tid.,Öva rotering och sträckning utan boll.|Träna blockback med sakta-serve från partner.|Jobba på landningen – direkt balans efter hopp.|Filma bakifrån – kontrollera vridningens full räckvidd.
beachvolley:servemottag,sv,Servemottag,Stå redo med knäna böjda.|Flytta fötterna snabbt för att nå bollen.|Använd platt hand för bättre kontroll.|Passa bollen högt och precist till din partner.,"Öva mottagets precision – sikta på en specifik zon.|Träna reaktionssnabbhet med varierande serveriktningar.|Öva ""bagger-position"" som grundposition.|Filma framifrån under match för att analysera beslut."
beachvolley:servemottag,en,Servemottag,Stå redo med knäna böjda.|Flytta fötterna snabbt för att nå bollen.|Använd platt hand för bättre kontroll.|Passa bollen högt och precist till din partner.,"Öva mottagets precision – sikta på en specifik zon.|Träna reaktionssnabbhet med varierande serveriktningar.|Öva ""bagger-position"" som grundposition.|Filma framifrån under match för att analysera beslut."
beachvolley:hoppfloat,sv,Hoppfloat,Hoppa högt och slå bollen med fingertopparna.|Håll handleden rak.|Skapa en flytande rörelse.|Öva på att placera bollen exakt.,Öva floatrörelsen stående på marken först.|Träna ansats + hopp utan boll.|Öva precision: sikta på specifika fält.|Filma serven från sidan för att kontrollera hoppets höjd.
beachvolley:hoppfloat,en,Hoppfloat,Hoppa högt och slå bollen med fingertopparna.|Håll handleden rak.|Skapa en flytande rörelse.|Öva på att placera bollen exakt.,Öva floatrörelsen stående på marken först.|Träna ansats + hopp utan boll.|Öva precision: sikta på specifika fält.|Filma serven från sidan för att kontrollera hoppets höjd.
beachvolley:spinnserve,sv,Spinnserve,Snurra bollen med fingrarna innan serve.|Slå bollen med kraft för att skapa rotation.|Variera spinnet för att göra det svårare för motståndaren.|Öva på att träffa bollen rätt för önskad effekt.,Öva greppet – håll och snurra bollen utan att serva.|Träna spinnets riktning: topspin vs. sidospin.|Öva 10 spinner i rad mot ett fält.|Filma handen vid kontakt – kontrollera fingerarbetet.
beachvolley:spinnserve,en,Spinnserve,Snurra bollen med fingrarna innan serve.|Slå bollen med kraft för att skapa rotation.|Variera spinnet för att göra det svårare för motståndaren.|Öva på att träffa bollen rätt för önskad effekt.,Öva greppet – håll och snurra bollen utan att serva.|Träna spinnets riktning: topspin vs. sidospin.|Öva 10 spinner i rad mot ett fält.|Filma handen vid kontakt – kontrollera fingerarbetet.
volleyboll:fingerslag,sv,Fingerslag,Håll handleden rak och fingrarna ihop.|Slå bollen med fingertopparna för bättre kontroll.|Följ igenom slaget för att ge bollen rätt riktning.|Öva på att placera bollen exakt där du vill.,Öva fingerslag mot vägg 50 ggr per dag.|Filma dig framifrån – kontrollera handpositionen.|Öva med partner i par-fingerslag 10 i rad.|Fokusera på sättningens höjd och precision.
volleyboll:fingerslag,en,Fingerslag,Håll handleden rak och fingrarna ihop.|Slå bollen med fingertopparna för bättre kontroll.|Följ igenom slaget för att ge bollen rätt riktning.|Öva på att placera bollen exakt där du vill.,Öva fingerslag mot vägg 50 ggr per dag.|Filma dig framifrån – kontrollera handpositionen.|Öva med partner i par-fingerslag 10 i rad.|Fokusera på sättningens höjd och precision.
volleyboll:bagger,sv,Bagger,Använd hela armen för att skapa kraft.|Håll handleden avslappnad för bättre känsla.|Slå bollen framför kroppen.|Fokusera på att få bollen över nätet med precision.,Öva bagger mot vägg med jämnt tempo.|Träna fotarbete – positionera dig rätt.|Öva serve–mottag med partner 20 i rad.|Jobba på armvinkeln vid kontakt.
volleyboll:bagger,en,Bagger,Använd hela armen för att skapa kraft.|Håll handleden avslappnad för bättre känsla.|Slå bollen framför kroppen.|Fokusera på att få bollen över nätet med precision.,Öva bagger mot vägg med jämnt tempo.|Träna fotarbete – positionera dig rätt.|Öva serve–mottag med partner 20 i rad.|Jobba på armvinkeln vid kontakt.
volleyboll:underarmsserve,sv,Underarmsserve,"Stå med fötterna axelbrett isär.|Slå bollen med underarmen, inte handen.|Håll bollen stilla innan serve.|Öva på att variera servens riktning och hastighet.",Öva precision: sikta på specifika zoner.|Variera kraft från session till session.|Filma servens från sidan – kontrollera positionen.|Öva 20 serves i rad med konsekvent teknik.
volleyboll:underarmsserve,en,Underarmsserve,"Stå med fötterna axelbrett isär.|Slå bollen med underarmen, inte handen.|Håll bollen stilla innan serve.|Öva på att variera servens riktning och hastighet.",Öva precision: sikta på specifika zoner.|Variera kraft från session till session.|Filma servens från sidan – kontrollera positionen.|Öva 20 serves i rad med konsekvent teknik.
volleyboll:overarmsserve,sv,Överarmsserve,Kasta bollen uppåt och slå den när den faller.|Använd hela kroppen för att generera kraft.|Håll blicken på bollen hela tiden.|Öva på att träffa bollen i mitten för bättre kontroll.,Öva kastet separat – konsekvent höjd.|Fokusera på höftrotation.|Träna riktningsvariation (kors/linje).|Filma utifrån sidan – kontrollera armbågens höjd.
volleyboll:overarmsserve,en,Överarmsserve,Kasta bollen uppåt och slå den när den faller.|Använd hela kroppen för att generera kraft.|Håll blicken på bollen hela tiden.|Öva på att träffa bollen i mitten för bättre kontroll.,Öva kastet separat – konsekvent höjd.|Fokusera på höftrotation.|Träna riktningsvariation (kors/linje).|Filma utifrån sidan – kontrollera armbågens höjd.
volleyboll:spike,sv,Spike,Hoppa högt och sträck ut armen helt.|Kontakta bollen framför pannan.|Använd handleden för att styra riktningen.|Följ igenom slaget för maximal kraft.,Öva 3-stegsansatsen tills den sitter.|Träna hoppet för explosivitet.|Öva spiken med nät utan motståndare.|Filma framifrån – kontrollera bollkontaktens höjd.
volleyboll:spike,en,Spike,Hoppa högt och sträck ut armen helt.|Kontakta bollen framför pannan.|Använd handleden för att styra riktningen.|Följ igenom slaget för maximal kraft.,Öva 3-stegsansatsen tills den sitter.|Träna hoppet för explosivitet.|Öva spiken med nät utan motståndare.|Filma framifrån – kontrollera bollkontaktens höjd.
volleyboll:alternativa-anfall,sv,Alternativa anfall,Variera dina anfall för att överraska motståndaren.|Öva på olika typer av slag som tipp och roll.|Använd kroppen för att skapa vinklar.|Kommunicera med din partner om vilket anfall du ska göra.,"Öva tipp och roll 10 ggr vardera.|Träna sen beslutfattning i hoppet.|Öva med partner: blockeraren väljer, anfallaren anpassar.|Filma sidoprofil för att analysera intentions-döljan."
volleyboll:alternativa-anfall,en,Alternativa anfall,Variera dina anfall för att överraska motståndaren.|Öva på olika typer av slag som tipp och roll.|Använd kroppen för att skapa vinklar.|Kommunicera med din partner om vilket anfall du ska göra.,"Öva tipp och roll 10 ggr vardera.|Träna sen beslutfattning i hoppet.|Öva med partner: blockeraren väljer, anfallaren anpassar.|Filma sidoprofil för att analysera intentions-döljan."
volleyboll:block,sv,Block,Hopp upp samtidigt som motståndaren.|Håll armarna raka och händerna ihop.|Läs motståndarens intention.|Blocka bollen rakt upp för att hjälpa din partner.,Öva blocktiming med anfallande partner.|Träna att läsa axelriktning.|Öva stabil landning och direktrörelse.|Filma framifrån – handposition vid kontakt.
volleyboll:block,en,Block,Hopp upp samtidigt som motståndaren.|Håll armarna raka och händerna ihop.|Läs motståndarens intention.|Blocka bollen rakt upp för att hjälpa din partner.,Öva blocktiming med anfallande partner.|Träna att läsa axelriktning.|Öva stabil landning och direktrörelse.|Filma framifrån – handposition vid kontakt.
volleyboll:servemottag,sv,Servemottag,Stå redo med knäna böjda.|Flytta fötterna snabbt för att nå bollen.|Använd platt hand för bättre kontroll.|Passa bollen högt och precist till din partner.,Öva mottag–pass–sättning i grupp om 3.|Träna reaktionssnabbet med varierande server.|Öva precision: sikt på sättar-positionen.|Filma match för att analysera positionsbeslut.
volleyboll:servemottag,en,Servemottag,Stå redo med knäna böjda.|Flytta fötterna snabbt för att nå bollen.|Använd platt hand för bättre kontroll.|Passa bollen högt och precist till din partner.,Öva mottag–pass–sättning i grupp om 3.|Träna reaktionssnabbet med varierande server.|Öva precision: sikt på sättar-positionen.|Filma match för att analysera positionsbeslut.
volleyboll:hoppfloat,sv,Hoppfloat,Hoppa högt och slå bollen med fingertopparna.|Håll handleden rak.|Skapa en flytande rörelse.|Öva på att placera bollen exakt.,Öva floatrörelsen stående på marken.|Träna ansats + hopp utan boll.|Öva precision mot specifika fält.|Filma från sidan – kontrollera hoppets höjd.
volleyboll:hoppfloat,en,Hoppfloat,Hoppa högt och slå bollen med fingertopparna.|Håll handleden rak.|Skapa en flytande rörelse.|Öva på att placera bollen exakt.,Öva floatrörelsen stående på marken.|Träna ansats + hopp utan boll.|Öva precision mot specifika fält.|Filma från sidan – kontrollera hoppets höjd.
volleyboll:spinnserve,sv,Spinnserve,Snurra bollen med fingrarna innan serve.|Slå bollen med kraft för att skapa rotation.|Variera spinnet för att göra det svårare för motståndaren.|Öva på att träffa bollen rätt för önskad effekt.,Öva greppet och bollrotationen separat.|Träna topspin vs. sidospin.|Öva 10 spinner i rad mot ett fält.|Filma handen vid kontakt – kontrollera fingerarbete.
volleyboll:spinnserve,en,Spinnserve,Snurra bollen med fingrarna innan serve.|Slå bollen med kraft för att skapa rotation.|Variera spinnet för att göra det svårare för motståndaren.|Öva på att träffa bollen rätt för önskad effekt.,Öva greppet och bollrotationen separat.|Träna topspin vs. sidospin.|Öva 10 spinner i rad mot ett fält.|Filma handen vid kontakt – kontrollera fingerarbete.
tennis:forehand,sv,Forehand,Förbered tidigt med en tydlig split-step före motståndarens träff.|Möt bollen framför kroppen för bättre kontroll och tempo.|Rotera höft och axel tillsammans i slaget för stabil kraft.|Avsluta slaget högt och balanserat för jämn bollbana.,Kör 3 x 20 forehands crosscourt med fokus på tidig förberedelse.|Filma från sidan och kontrollera träffpunkt framför höften.|Växla 10 slag crosscourt och 10 slag längs linjen.|Avsluta passet med 15 forehands i rad utan feltempo.
tennis:forehand,en,Forehand,Prepare early with a clear split step before your opponent makes contact.|Meet the ball in front of your body for better control and pace.|Rotate hips and shoulders together through the shot for stable power.|Finish high and balanced for a more consistent ball trajectory.,Do 3 x 20 crosscourt forehands focusing on early preparation.|Record from the side and check that your contact point is in front of the hip.|Alternate 10 crosscourt shots and 10 down-the-line shots.|Finish the session with 15 forehands in a row at controlled tempo.
tennis:backhand,sv,Backhand,Ladda tidigt med racket bak och stabil skulderlinje.|Håll huvudet stilla genom hela bollträffen.|Använd ben och bål för kraft i stället för bara arm.|Jobba med tydlig riktning på uppföljningen mot målet.,Spela 30 backhands mot vägg med jämnt tempo och höjd.|Träna backhand i rörelse: 5 serier med sidledsfotarbete.|Filma bakifrån för att se axelrotation och balans.|Kör 12 backhands i rad med fokus på djup i banan.
tennis:backhand,en,Backhand,Load early with the racket back and a stable shoulder line.|Keep your head still all the way through contact.|Use legs and core to generate power instead of relying only on the arm.|Drive the follow-through clearly toward your intended target.,Hit 30 backhands against a wall with steady tempo and net clearance.|Practice backhand on the move with 5 sets of lateral footwork drills.|Record from behind to review shoulder rotation and balance.|Complete 12 backhands in a row with focus on depth.
tennis:serve,sv,Serve,Håll bollkastet konsekvent i höjd och position varje serve.|Skapa en tydlig knäböj och tryck uppåt genom benen.|Träffa bollen på högsta möjliga punkt med avslappnad arm.|Landningen ska vara kontrollerad och redo för nästa slag.,Öva 20 bollkast utan slag tills de hamnar i samma zon.|Servera 3 x 10 förstaservar mot vald ruta.|Varva mellan precision och fart i separata set.|Filma från sidan för att analysera kontaktpunkt och timing.
tennis:serve,en,Serve,Keep your toss consistent in both height and placement on every serve.|Create a clear knee bend and drive upward through the legs.|Contact the ball at the highest reachable point with a relaxed arm.|Land in control and be ready for the next shot immediately.,Practice 20 tosses without hitting until they land in the same window.|Serve 3 x 10 first serves to a chosen target area.|Alternate precision sets and pace sets.|Record from the side to analyze contact point and timing.
tennis:volley-vid-nat,sv,Volley vid nät,Kort baksväng och fast racketvinkel ger stabil volley.|Ta små justeringssteg så träffen sker framför kroppen.|Håll tyngdpunkten framåt med lätt böjda knän.|Placera volleyn mot öppen yta i stället för maximal kraft.,Kör 4 x 12 forehand-volley nära nät med kontrollfokus.|Kör 4 x 12 backhand-volley med samma träffpunkt varje gång.|Öva övergång från baslinje till nät med split-step vid volley.|Filma framifrån och kontrollera racketvinkel i träffögonblicket.
tennis:volley-vid-nat,en,Net Volley,A short backswing and a firm racket face create a stable volley.|Use small adjustment steps so contact happens in front of the body.|Keep your center of gravity forward with slightly bent knees.|Place volleys into open space instead of forcing maximum power.,Do 4 x 12 forehand volleys close to the net with a control-first focus.|Do 4 x 12 backhand volleys aiming for the same contact point each rep.|Practice baseline-to-net transition with a split step before the volley.|Record from the front and review racket-face angle at contact.
